context,winner_index,winner,votedFor,userDetails.country,userDetails.language,userDetails.userScore,userDetails.age,userDetails.gender,userDetails.occupation,model1,model2,winner_model,voted_for_model,continent
A bathroom with green tile and a red shower curtain.,0,dalle3_bathroom.jpg,dalle3_bathroom.jpg,IN,en,0.1467,40-49,Other,Technology,dalle3,stablediffusion,dalle3,dalle3,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.2816,50-64,Male,Healthcare,halfmoon,stablediffusion,stablediffusion,stablediffusion,Asia
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,RU,ru,0.4505,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,LY,ar,0.3,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Africa
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IT,it,0.3297,30-39,Male,Healthcare,halfmoon,stablediffusion,stablediffusion,stablediffusion,Europe
A bathroom with green tile and a red shower curtain.,1,stablediffusion_bathroom.jpg,stablediffusion_bathroom.jpg,IN,en,0.4017,18-29,Other,Education,halfmoon,stablediffusion,stablediffusion,stablediffusion,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,dalle3_family.jpg,IN,en,0.3085,0-17,Male,Unemployed or Student,4o,dalle3,4o,dalle3,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.7334,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.3,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,dalle3_family.jpg,EG,ar,0.186,0-17,Male,Unknown,4o,dalle3,4o,dalle3,Africa
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,RS,sr,0.0794,0-17,Male,Other Employment,4o,dalle3,4o,4o,Europe
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,RU,ru,0.6593,65+,Other,Unknown,4o,halfmoon,halfmoon,halfmoon,Europe
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,PH,en,0.3721,65+,Male,Technology,4o,halfmoon,halfmoon,halfmoon,Asia
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,IN,en,0.3211,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,halfmoon,Asia
A family is having a barbecue in the park.,1,halfmoon_family.jpg,4o_family.jpg,FR,fr,0.6712,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,4o,Europe
A family is having a barbecue in the park.,1,halfmoon_family.jpg,4o_family.jpg,IN,en,0.1753,0-17,Female,Other Creative & Media Professional,4o,halfmoon,halfmoon,4o,Asia
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,4o_family.jpg,IN,hi,0.0,30-39,Female,Skilled Manual Trades,4o,stablediffusion,stablediffusion,4o,Asia
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,stablediffusion_family.jpg,IN,en,0.3783,18-29,Other,Skilled Manual Trades,4o,stablediffusion,stablediffusion,stablediffusion,Asia
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,stablediffusion_family.jpg,EG,en,0.3114,65+,Other,Unemployed or Student,4o,stablediffusion,stablediffusion,stablediffusion,Africa
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,stablediffusion_family.jpg,MY,zh,0.6552,18-29,Male,Other Employment,4o,stablediffusion,stablediffusion,stablediffusion,Asia
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,stablediffusion_family.jpg,LY,ar,0.5161,30-39,Male,Education,4o,stablediffusion,stablediffusion,stablediffusion,Africa
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,RU,ru,0.4505,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Europe
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,IT,it,0.1419,50-64,Other,Other Education Professional,dalle3,halfmoon,halfmoon,halfmoon,Europe
A family is having a barbecue in the park.,1,halfmoon_family.jpg,dalle3_family.jpg,RU,ru,0.4707,30-39,Other,Skilled Manual Trades,dalle3,halfmoon,halfmoon,dalle3,Europe
A family is having a barbecue in the park.,1,halfmoon_family.jpg,dalle3_family.jpg,PH,en,0.3953,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,dalle3,Asia
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,BR,pt,0.4375,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,South America
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,EG,ar,0.2412,0-17,Other,Technology,dalle3,halfmoon,halfmoon,halfmoon,Africa
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,EG,en,0.6199,Unknown,Unknown,Unknown,dalle3,halfmoon,halfmoon,halfmoon,Africa
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,RS,en,0.6187,40-49,Male,Other Employment,dalle3,halfmoon,halfmoon,halfmoon,Europe
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,dalle3_family.jpg,EG,ar,0.6769,Unknown,Unknown,Unknown,dalle3,stablediffusion,stablediffusion,dalle3,Africa
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,dalle3_family.jpg,TZ,en,0.421,Unknown,Unknown,Unknown,dalle3,stablediffusion,stablediffusion,dalle3,Africa
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,dalle3_family.jpg,IN,en,0.0532,18-29,Male,Creative & Media,dalle3,stablediffusion,stablediffusion,dalle3,Asia
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,stablediffusion_family.jpg,IN,en,0.4157,Unknown,Unknown,Unknown,dalle3,stablediffusion,stablediffusion,stablediffusion,Asia
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,stablediffusion_family.jpg,ES,es,0.2394,Unknown,Unknown,Unknown,dalle3,stablediffusion,stablediffusion,stablediffusion,Europe
A family is having a barbecue in the park.,1,stablediffusion_family.jpg,stablediffusion_family.jpg,LY,ar,0.5161,30-39,Male,Education,dalle3,stablediffusion,stablediffusion,stablediffusion,Africa
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,CD,fr,0.6584,18-29,Female,Other Employment,halfmoon,stablediffusion,halfmoon,halfmoon,Africa
A family is having a barbecue in the park.,0,halfmoon_family.jpg,stablediffusion_family.jpg,PK,en,0.1119,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,stablediffusion_family.jpg,IN,en,0.5249,0-17,Male,Healthcare,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,stablediffusion_family.jpg,IN,en,0.0532,18-29,Male,Creative & Media,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,stablediffusion_family.jpg,MY,en,0.5677,Unknown,Male,Unknown,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,BR,pt,0.4375,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,South America
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,EG,ar,0.2412,0-17,Other,Technology,halfmoon,stablediffusion,halfmoon,halfmoon,Africa
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,BR,pt,0.5426,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,South America
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,EG,ar,0.6769,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Africa
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.272,40-49,Female,Unemployed or Student,4o,dalle3,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,PK,en,0.1119,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,DZ,ar,0.6122,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Africa
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.2803,18-29,Male,Unknown,4o,dalle3,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,RU,ru,0.6593,65+,Other,Unknown,4o,halfmoon,4o,4o,Europe
A family is having a barbecue in the park.,0,4o_family.jpg,halfmoon_family.jpg,IN,hi,0.3132,30-39,Female,Unemployed or Student,4o,halfmoon,4o,halfmoon,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.3288,50-64,Male,Unemployed or Student,4o,halfmoon,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,halfmoon_family.jpg,IN,en,0.4446,18-29,Other,Unemployed or Student,4o,halfmoon,4o,halfmoon,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,RU,ru,0.3,Unknown,Unknown,Unknown,4o,halfmoon,4o,4o,Europe
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.5594,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.2701,40-49,Female,Unemployed or Student,4o,stablediffusion,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.2613,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.6603,65+,Other,Other Employment,4o,stablediffusion,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,RS,en,0.6474,30-39,Female,Other Employment,4o,stablediffusion,4o,4o,Europe
A family is having a barbecue in the park.,0,dalle3_family.jpg,halfmoon_family.jpg,EG,ar,0.2548,50-64,Female,Other Employment,dalle3,halfmoon,dalle3,halfmoon,Africa
A family is having a barbecue in the park.,0,dalle3_family.jpg,halfmoon_family.jpg,VN,vi,0.5609,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,halfmoon,Asia
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,DZ,fr,0.0,65+,Female,Other Employment,dalle3,halfmoon,dalle3,dalle3,Africa
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,IN,en,0.3135,50-64,Male,Unemployed or Student,dalle3,halfmoon,dalle3,dalle3,Asia
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,DZ,ar,0.62,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Africa
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,IN,en,0.5936,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,RU,ru,0.6807,50-64,Male,Technology,dalle3,stablediffusion,dalle3,dalle3,Europe
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,IN,en,0.4446,18-29,Other,Unemployed or Student,dalle3,stablediffusion,dalle3,dalle3,Asia
A family is having a barbecue in the park.,0,dalle3_family.jpg,stablediffusion_family.jpg,PH,en,0.4312,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Asia
A family is having a barbecue in the park.,0,dalle3_family.jpg,stablediffusion_family.jpg,LY,ar,0.3102,40-49,Male,Skilled Manual Trades,dalle3,stablediffusion,dalle3,stablediffusion,Africa
A family is having a barbecue in the park.,0,dalle3_family.jpg,stablediffusion_family.jpg,KE,en,0.4421,18-29,Female,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Africa
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,PH,en,0.2396,30-39,Male,Skilled Manual Trades,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,IN,en,0.5594,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,IN,en,0.5936,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,EG,ar,0.2606,40-49,Female,Unemployed or Student,halfmoon,stablediffusion,halfmoon,halfmoon,Africa
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,EG,ar,0.2618,65+,Other,None of these,halfmoon,stablediffusion,halfmoon,halfmoon,Africa
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,DE,de,0.4309,50-64,Female,None of these,4o,dalle3,dalle3,dalle3,Europe
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,TR,tr,0.2689,18-29,Male,Other Employment,4o,dalle3,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,IN,en,0.1917,30-39,Unknown,Unknown,4o,dalle3,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,IN,en,0.2293,0-17,Female,Healthcare,4o,dalle3,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,TR,tr,0.0415,Unknown,Unknown,Unknown,4o,dalle3,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,1,dalle3_bunny.jpg,dalle3_bunny.jpg,IN,en,0.2188,Unknown,Unknown,Unknown,4o,dalle3,dalle3,dalle3,Asia
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,halfmoon_bunny.jpg,PY,es,0.7967,18-29,Other,Other Employment,4o,halfmoon,halfmoon,halfmoon,South America
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,halfmoon_bunny.jpg,IN,en,0.3049,50-64,Male,Unemployed or Student,4o,halfmoon,halfmoon,halfmoon,Asia
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,4o_bunny.jpg,RS,sr,0.112,0-17,Male,Other Employment,4o,halfmoon,halfmoon,4o,Europe
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,halfmoon_bunny.jpg,RU,ru,0.4832,0-17,Other,Unemployed or Student,4o,halfmoon,halfmoon,halfmoon,Europe
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,4o_bunny.jpg,DZ,en,0.6703,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,4o,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,IN,en,0.3574,18-29,Other,Skilled Manual Trades,4o,stablediffusion,stablediffusion,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,EG,ar,0.3826,50-64,Female,Education,4o,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,MZ,pt,0.5982,50-64,Other,Creative & Media,4o,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,ID,id,0.4469,Unknown,Unknown,Unknown,4o,stablediffusion,stablediffusion,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,4o_bunny.jpg,PY,es,0.7967,18-29,Other,Other Employment,4o,stablediffusion,stablediffusion,4o,South America
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,dalle3_bunny.jpg,IN,en,0.001,0-17,Other,Unknown,dalle3,halfmoon,halfmoon,dalle3,Asia
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,halfmoon_bunny.jpg,EG,ar,0.2606,40-49,Female,Unemployed or Student,dalle3,halfmoon,halfmoon,halfmoon,Africa
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,halfmoon_bunny.jpg,TR,tr,0.3612,65+,Other,Other Employment,dalle3,halfmoon,halfmoon,halfmoon,Asia
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,halfmoon_bunny.jpg,DE,de,0.5595,0-17,Male,Other Employment,dalle3,halfmoon,halfmoon,halfmoon,Europe
A blue bunny in a pink water toilet bowl.,1,halfmoon_bunny.jpg,dalle3_bunny.jpg,LY,ar,0.3102,40-49,Male,Skilled Manual Trades,dalle3,halfmoon,halfmoon,dalle3,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,RU,ru,0.6403,50-64,Female,Other Employment,dalle3,stablediffusion,stablediffusion,stablediffusion,Europe
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,EG,ar,0.3805,30-39,Female,Other Employment,dalle3,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,dalle3_bunny.jpg,RU,ru,0.3217,40-49,Other,Technology,dalle3,stablediffusion,stablediffusion,dalle3,Europe
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,PK,en,0.1119,Unknown,Unknown,Unknown,dalle3,stablediffusion,stablediffusion,stablediffusion,Asia
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,EG,en,0.2052,18-29,Female,Education,dalle3,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,halfmoon_bunny.jpg,TR,tr,0.2784,0-17,Female,Unknown,halfmoon,stablediffusion,stablediffusion,halfmoon,Asia
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,LY,ar,0.168,50-64,Female,Education,halfmoon,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,LY,ar,0.3,Unknown,Unknown,Unknown,halfmoon,stablediffusion,stablediffusion,stablediffusion,Africa
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,halfmoon_bunny.jpg,BR,pt,0.3849,18-29,Female,Unemployed or Student,halfmoon,stablediffusion,stablediffusion,halfmoon,South America
A blue bunny in a pink water toilet bowl.,1,stablediffusion_bunny.jpg,stablediffusion_bunny.jpg,PH,en,0.3255,0-17,Female,Technology,halfmoon,stablediffusion,stablediffusion,stablediffusion,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,RU,ru,0.3217,40-49,Other,Technology,4o,dalle3,4o,4o,Europe
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,EG,ar,0.3901,40-49,Male,Education,4o,dalle3,4o,4o,Africa
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.2613,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,TR,tr,0.0415,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,DE,de,0.4484,65+,Male,Technology,4o,dalle3,4o,4o,Europe
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.3627,Unknown,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,TR,tr,0.2689,18-29,Male,Other Employment,4o,halfmoon,halfmoon,halfmoon,Asia
A family is having a barbecue in the park.,1,halfmoon_family.jpg,4o_family.jpg,IN,en,0.4129,18-29,Male,Education,4o,halfmoon,halfmoon,4o,Asia
A family is having a barbecue in the park.,1,halfmoon_family.jpg,4o_family.jpg,IN,en,0.2293,0-17,Female,Healthcare,4o,halfmoon,halfmoon,4o,Asia
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,RU,ru,0.6807,50-64,Male,Technology,4o,halfmoon,halfmoon,halfmoon,Europe
A family is having a barbecue in the park.,1,halfmoon_family.jpg,halfmoon_family.jpg,EG,ar,0.2606,40-49,Female,Unemployed or Student,4o,halfmoon,halfmoon,halfmoon,Africa
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,RS,tr,0.5869,50-64,Male,Unemployed or Student,4o,stablediffusion,4o,4o,Europe
A family is having a barbecue in the park.,0,4o_family.jpg,stablediffusion_family.jpg,RU,ru,0.4505,Unknown,Unknown,Unknown,4o,stablediffusion,4o,stablediffusion,Europe
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,RU,ru,0.5548,0-17,Male,Technology,4o,stablediffusion,4o,4o,Europe
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,UA,uk,0.3,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Europe
A family is having a barbecue in the park.,0,4o_family.jpg,4o_family.jpg,IN,en,0.4364,18-29,Male,Education,4o,stablediffusion,4o,4o,Asia
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,RU,ru,0.5548,0-17,Male,Technology,dalle3,halfmoon,dalle3,dalle3,Europe
A family is having a barbecue in the park.,0,dalle3_family.jpg,halfmoon_family.jpg,RS,en,0.6474,30-39,Female,Other Employment,dalle3,halfmoon,dalle3,halfmoon,Europe
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,EG,en,0.2052,18-29,Female,Education,dalle3,halfmoon,dalle3,dalle3,Africa
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,MA,fr,0.5391,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,dalle3,Africa
A family is having a barbecue in the park.,0,dalle3_family.jpg,halfmoon_family.jpg,EG,en,0.6199,Unknown,Unknown,Unknown,dalle3,halfmoon,dalle3,halfmoon,Africa
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,BR,pt,0.5426,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,South America
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,TR,tr,0.2212,18-29,Female,Unemployed or Student,dalle3,stablediffusion,dalle3,dalle3,Asia
A family is having a barbecue in the park.,0,dalle3_family.jpg,stablediffusion_family.jpg,KE,en,0.4421,18-29,Female,Unknown,dalle3,stablediffusion,dalle3,stablediffusion,Africa
A family is having a barbecue in the park.,0,dalle3_family.jpg,stablediffusion_family.jpg,RS,sr,0.3548,30-39,Male,Other Skilled Manual Trade Professional,dalle3,stablediffusion,dalle3,stablediffusion,Europe
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,IN,en,0.2353,Unknown,Unknown,Unknown,dalle3,stablediffusion,dalle3,dalle3,Asia
A family is having a barbecue in the park.,0,dalle3_family.jpg,dalle3_family.jpg,RU,ru,0.6807,50-64,Male,Technology,dalle3,stablediffusion,dalle3,dalle3,Europe
A family is having a barbecue in the park.,0,halfmoon_family.jpg,stablediffusion_family.jpg,IN,en,0.2334,18-29,Female,Unknown,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,stablediffusion_family.jpg,IN,en,0.0926,18-29,Female,Unemployed or Student,halfmoon,stablediffusion,halfmoon,stablediffusion,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,RU,ru,0.4707,30-39,Other,Skilled Manual Trades,halfmoon,stablediffusion,halfmoon,halfmoon,Europe
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,IN,en,0.0015,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,IN,en,0.0532,18-29,Male,Creative & Media,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A family is having a barbecue in the park.,0,halfmoon_family.jpg,halfmoon_family.jpg,IN,en,0.2188,Unknown,Unknown,Unknown,halfmoon,stablediffusion,halfmoon,halfmoon,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.1917,30-39,Unknown,Unknown,4o,dalle3,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,dalle3_banana.jpg,IN,en,0.4212,Unknown,Unknown,Unknown,4o,dalle3,4o,dalle3,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.6971,0-17,Male,Business & Finance,4o,dalle3,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,dalle3_banana.jpg,EG,en,0.6199,Unknown,Unknown,Unknown,4o,dalle3,4o,dalle3,Africa
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.2912,50-64,Male,Unemployed or Student,4o,dalle3,4o,4o,Asia
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,DE,de,0.4309,50-64,Female,None of these,4o,halfmoon,halfmoon,halfmoon,Europe
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,IN,en,0.4344,18-29,Male,Unknown,4o,halfmoon,halfmoon,halfmoon,Asia
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,IN,en,0.2803,18-29,Male,Unknown,4o,halfmoon,halfmoon,halfmoon,Asia
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,RS,sr,0.3548,30-39,Male,Other Skilled Manual Trade Professional,4o,halfmoon,halfmoon,halfmoon,Europe
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,RS,sr,0.112,0-17,Male,Other Employment,4o,halfmoon,halfmoon,halfmoon,Europe
A black colored banana.,1,halfmoon_banana.jpg,halfmoon_banana.jpg,IN,en,0.2188,Unknown,Unknown,Unknown,4o,halfmoon,halfmoon,halfmoon,Asia
A black colored banana.,0,4o_banana.jpg,stablediffusion_banana.jpg,TR,tr,0.1858,0-17,Female,Education,4o,stablediffusion,4o,stablediffusion,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,RU,ru,0.3455,Unknown,Unknown,Unknown,4o,stablediffusion,4o,4o,Europe
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,RU,ru,0.4707,30-39,Other,Skilled Manual Trades,4o,stablediffusion,4o,4o,Europe
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,IN,en,0.3288,50-64,Male,Unemployed or Student,4o,stablediffusion,4o,4o,Asia
A black colored banana.,0,4o_banana.jpg,4o_banana.jpg,DE,de,0.3932,18-29,Other,Skilled Manual Trades,4o,stablediffusion,4o,4o,Europe
A black colored banana.,0,dalle3_banana.jpg,dalle3_banana.jpg,IN,en,0.2328,0-17,Female,Other Creative & Media Professional,dalle3,halfmoon,dalle3,dalle3,Asia
